;web_page;url_logo;status
85;http://mail.com;https://s.uicdn.com/mailint/9.2035.0/assets/header/logo_mobile.png;1
88;http://1and1.com;https://cu1.uicdn.net/716/6f2178b9b3fa59dfcf43a5ac18e97/frontend-applications-common/vi-www.svg;1
89;http://bluejeans.com;https://www.bluejeans.com/sites/default/files/logos/G2%20Crowd%20Rating.svg;1
94;http://hughesnet.com;https://www.hughesnet.com/sites/default/files/USNews2022-min.jpg;1
95;http://aweber.com;https://assets.aweber-static.com/www/assets/img/svg/chev-right.8a294040.svg;1
97;http://neat.com;https://3938vt31fpm84aufi94co9yh-wpengine.netdna-ssl.com/wp-content/uploads/2021/02/logo-sized-for-website-1x.svg;1
99;http://megapath.com;https://www.fusionconnect.com/hubfs/images/logos/logo.png;1
101;http://boingo.com;https://www.boingo.com/wp-content/themes/boingo-2019/img/boingo_logo.svg;1
104;http://fonality.com;https://www.netfortris.com/wp-content/uploads/2022/03/NF-A-Sangoma-Company-Logo.png;1
105;http://globo.com;https://s3.glbimg.com/v1/AUTH_fd78dc4be9404a2e92b908ade306e9e6/prod/push_web_svgs/notifications-24-px.svg;1
110;http://naver.com;https://s.pstatic.net/static/newsstand/2020/logo/light/0604/076.png;1
112;http://sproutsocial.com;https://media.sproutsocial.com/uploads/LP-getting-to-know-publishing.png;1
113;http://dishnetwork.com;https://sc.dish.com/shared/images/station-logos/pac12.png;1
114;http://efax.com;https://www.efax.com/wp-content/uploads/2022/01/logo-efax.png;1
118;http://teamtreehouse.com;https://static.teamtreehouse.com/assets/views/marketing/home/logos/nikelogo-455fab4544edae3b7e1d85729a8b44c8efebb734ebffa520d73afc361503959c.png;1
120;http://tradedoubler.com;https://www.tradedoubler.com/wp-content/uploads/2018/12/logo-td-248.png;1
123;http://nextiva.com;https://nextivaweb.imgix.net/icons/nav/phone-system.svg;1
124;http://live.com;https://ow2.res.office365.com/owalanding/2022.7.15.01/images/mobile-scenario-triptych-android-01.png;1
127;http://readytalk.com;https://www.readytalk.com/sites/default/files/header_rt_logo_0.png;1
129;http://hostway.com;https://hostway.com/wp-content/uploads/2021/03/Logo.png;1
130;http://semrush.com;https://cdn.semrush.com/static/index/logos/Tesla_logo.f58ace4c9fc6.svg;1
132;http://zinio.com;https://admin-project-assets.ziniopro.com/99/20190516161716-Zinio_WebTopNavLogo.png;1
133;http://wirefly.com;https://www.wirefly.com/sites/wirefly.com/files/field/image/cell-phone-compare-main_0.png;1
135;http://twilio.com;https://twilio-cms-prod.s3.amazonaws.com/images/mobile2x_Sgpqmgp.width-600.format-jpeg.jpegquality-85.jpg;1
136;http://actonsoftware.com;https://act-on.com/wp-content/uploads/2020/05/act-on-logo.svg;1
139;http://name.com;https://namedotcom-cdn.name.tools/media/logo/namelogo-white.svg;1
140;http://3dcart.com;https://www.Shift4Shop.com/2015/images/support/AmericanRVCompany.com.png;1
145;http://phonepower.com;http://www.voipreview.org/awards_library/images/ECA-Badge-VoipReview-08.png;1
146;http://prana.com;https://www.prana.com/on/demandware.static/-/Library-Sites-library-pra/default/dw5d2b74cd/pra_ss22_ch5_catalog_spread.jpg;1
147;http://templatemonster.com;https://s3sf.tmimgcdn.com/af03eb7d785ce2f17c5ace599f051fce.svg;1
148;http://puretalkusa.com;https://s.weblec.com/ptusa/final/images/logo.svg;1
152;http://infoblox.com;https://infoblox.b-cdn.net/wp-content/uploads/infoblox-logo-new.svg;1
153;http://houzz.com;https://st.hzcdn.com/fimgs/a3316f4802eca713_6436-w150-h150-b0-p0--home-design.jpg;1
155;http://rogers.com;https://www.rogers.com/app/prod/assets/i/loader.gif;1
156;http://pgi.com;https://www.pgi.com/wp-content/uploads/2019/12/logo_PGi_primary_digital.svg;1
157;http://lifesize.com;https://www.lifesize.com/wp-content/uploads/2020/12/lifesize-buddy-long-copy.svg;1
158;http://comm100.com;https://www.comm100.com/wp-content/uploads/2022/03/image/svg+xml/Comm100_Icon_Blue_Live-Chat.svg;1
159;http://bitly.com;https://docrdsfx76ssb.cloudfront.net/static/1660327774/pages/wp-content/uploads/2022/07/chip.svg;1
161;http://niu.edu;https://niu.edu/masterto/themes/Theme_1_0/css/theme_images/niu_logo.png;1
162;http://namecheap.com;https://static.nc-img.com/uilayout2/34735a65a0c63bd007fa4c32f67dab4c.svg;1
169;http://toptenreviews.com;https://vanilla.futurecdn.net/toptenreviews/media/img/missing-image.svg;1
173;http://winegard.com;https://cdn11.bigcommerce.com/s-ltdyg0lu1n/images/stencil/250x63/winegard-logo_1631254366__84634.original.png;1
177;http://onecallnow.com;https://www.onsolve.com/wp-content/uploads/2021/03/OCN-Logo-Color-1.svg;1
181;http://pingdom.com;https://www.pingdom.com/wp-content/uploads/2021/03/PD-SynO-TMS-Test-1-opt-2.png;1
183;http://webnode.com;https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-header-01-en.png;1
184;http://gazeta.pl;https://static.im-g.pl/im/1/23865/m23865141,SAMPLE.png;1
185;http://kissmetrics.com;https://neilpatel.com/wp-content/themes/neilpatel/images/icons/twitter-brands.svg;1
186;http://stackexchange.com;https://cdn.sstatic.net/Sites/academia/Img/icon-48.png;1
187;http://livehelpnow.net;https://livehelpnow.net/wp-content/uploads/2021/07/logomark-1.svg;1
188;http://ting.com;https://static.ting.com/static/node/dist/20220815/src/assets/images/bannerNarrowInternetHome.svg;1
189;http://mophie.com;https://www.zagg.com/static/version1659969189/frontend/zagg/master/en_US/Mageplaza_LazyLoading/mageplaza/lazyloading/loader.gif;1
191;http://myfax.com;https://www.myfax.com/wp-content/uploads/2022/01/logo-myfax.png;1
196;http://vagaro.com;https://1a96a36bae7c8550901a-274b8a70320bb26e7a1e0ea7836ee429.ssl.cf2.rackcdn.com/Images/loadersmall.gif;1
197;http://internap.com;https://www.inap.com/inap/wp-content/themes/inap/assets/img/global/header/phone-xs.svg;1
199;http://motorolasolutions.com;https://myapps.motorolasolutions.com/msi-global-styles/21.16.2/icons/library/communication/chat-live-64.svg;1
200;http://info.com;https://info.com/wp-content/themes/unified-infocom/logo.svg;1
202;http://ivillage.com;https://media-cldnry.s-nbcnews.com/image/upload/t_focal-120x180,f_auto,q_auto:best/newscms/2021_41/1787140/web-discovery-health-mc-211012.jpg;1
203;http://3dissue.com;https://static.3dissue.com/images/logos/3d_issue_blue_small.svg;1
206;http://trumpia.com;https://rs.trumpia.com/images/main/img_thumb_video01.jpg;1
210;http://meraki.com;https://meraki.cisco.com/wp-content/uploads/2021/01/Meraki-Logo.png;1
211;http://myway.com;https://ak.staticimgfarm.com/images/webtooltab/assets/logos/mywaydefault.png;1
218;http://mxtoolbox.com;https://images.mxtoolbox.com/public/images/toolicons/mx.png;1
219;http://viglink.com;https://www.sovrn.com/wp-content/uploads/2021/10/adv-sm-36x36.png;1
224;http://bluetooth.com;https://www.bluetooth.com/wp-content/themes/bluetooth/images/logos/bluetooth-logo-color-black.svg;1
226;http://credomobile.com;https://www.credomobile.com/wp-content/uploads/2022/02/box.png;1
227;http://cchgroup.com;https://cdn.wolterskluwer.io/wk/fundamentals/1.15.2/logo/assets/medium.svg;1
230;http://ubreakifix.com;https://d1zmiyu61cpipt.cloudfront.net/assets/images/ubif_asurion_logo_dark.svg;1
232;http://flippa.com;https://d1zazrti94enmy.cloudfront.net/assets/homepage/icon-arrow-down-dark-ff228944a540a48a7e44017d85c707f98dd06025583d55749b426f27c8a498bf.svg;1
233;http://cartoys.com;https://www.cartoys.com/static/version1659347213/frontend/Smartwave/porto_child_bopis/en_US/images/home-icon.png;1
234;http://sedo.com;https://cdn.sedo.com/fileadmin/user_upload/1520x500_Header_Bannersmall.png;1
235;http://surveygizmo.com;https://1utysa49sprc1qb8aw184c71-wpengine.netdna-ssl.com/wp-content/themes/alchemer/public/media/images/down_arrow_circle.svg;1
236;http://123contactform.com;https://www.123formbuilder.com/wp-content/uploads/2021/10/cropped-123FormBuilder-logo-27px@2x.png;1
240;http://zimbra.com;https://www.zimbra.com/wp-content/uploads/2016/06/zimbra-logo-color-282.png;1
241;http://lingo.com;https://www.lingo.com/wp-content/uploads/2019/04/Depositphotos_242731500_hd1080-dark-1.jpg;1
242;http://cellphoneshop.net;http://l.yimg.com/a/i/us/wh/gr/dom_match_hero_1.jpg;1
243;http://phone.com;https://www.phone.com/wp-content/uploads/2020/12/General@2x.png;1
244;http://mywebsearch.com;https://ak.staticimgfarm.com/images/webtooltab/search/mywebsearchLogo.png;1
246;http://backupify.com;https://www.datto.com/img/brand/backupify-logo-white.svg;1
248;http://adblade.com;https://secure.quantserve.com/pixel/p-b8GPCpJxfqYm2.gif;1
249;http://cakemail.com;https://assets.website-files.com/607471236424c7aca15441e9/627987cfde52d534fd0bacf5_slaesteam%402x.png;1
251;http://benchmarkemail.com;https://www.benchmarkemail.com/wp-content/uploads/2019/09/benchmark-logo.svg;1
252;http://tinydeal.com;http://cbm.aa-img.com/help/email_2020/0831_/1_01.jpg;1
253;http://ebizautos.com;https://www.ebizautos.com/wp-content/uploads/2019/10/logo-ebizautos-dark.png;1
255;http://scorebig.com;https://s3.amazonaws.com/scorebig-brand/images/performer/5757/5757-375x188.jpg;1
256;http://consumercellular.com;https://c2j4f2d2.stackpathcdn.com/Assets/Shared/login-phone-number.jpg;1
258;http://brighttalk.com;https://www.brighttalk.com/wp-content/themes/brighttalk-theme-3.21.0/assets/images/BrightTALK-logo.svg;1
259;http://liferay.com;https://www.liferay.com/o/osb-www-resources/jpg/ResourceImageEbookBlankGreen.jpg;1
260;http://marchex.com;https://www.marchex.com/wp-content/uploads/2022/04/Marchex-Wordmark-RGB-1.svg;1
268;http://ciena.com;https://www.ciena.com/__data/assets/file/0026/13796/prx-logo.svg;1
273;http://squidoo.com;https://images.saymedia-content.com/.image/cs_srgb%2Cq_auto:eco/MTc2NDQ0MTEyODk4MTA2NTU4/hubpages_m_condensed-nav.svg;1
274;http://thrillist.com;"https://assets3.thrillist.com/v1/image/3101991/300x300/flatten;crop;webp=auto;jpeg_quality=60.jpg";1
276;http://solidsignal.com;https://www.solidsignal.com/images/solid-signal-logo.png;1
279;http://dialmycalls.com;https://www.dialmycalls.com/wp-content/themes/dialmycalls/assets/images/dmc-logo.png;1
280;http://sapo.pt;https://homepagept.web.sapo.io/assets/img/homepage-sapo/logo-01.png;1
282;http://vibe.com;https://www.vibe.com/wp-content/themes/vip/pmc-vibe-2021/assets/public/lazyload-fallback.gif;1
284;http://kentico.com;https://res.cloudinary.com/xperience-io/image/upload/w_272/v1625655546/logos/peer-insights-2021_stbjlr.png;1
285;http://vanillaforums.com;https://vanillaforums.com/wp-content/themes/visual-composer-starter/images/2022_HLV_Logo_stacked_white.png;1
286;http://promotive.com;https://cdn.expertvoice.com/static-forever/public-web/e1f6090875899b36.svg;1
287;http://biznessapps.com;https://www.cdnstabletransit.net/frontendwp/wp-content/uploads/2016/02/logo-white.svg;1
291;http://engadget.com;https://s.yimg.com/uu/api/res/1.2/3X.L29r5Bn1_RljuDm9qMQ--~B/Zmk9ZmlsbDtoPTEyMTtweW9mZj0wO3c9MjEwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2022-08/a589fb50-1e4a-11ed-bbdf-5ef1e3550e4c.cf.jpg;1
293;http://sailthru.com;https://www.sailthru.com/content/uploads/2020/08/nascar-1-1-268x161.png;1
295;http://qq.com;https://mat1.gtimg.com/qqcdn/tupload/1658145102010.png;1
297;http://clickability.com;https://cms.clickability.com/cmsi/common/logo_login.png;1
299;http://lyris.com;https://www.aurea.com/wp-content/uploads/logo.lyris_.png;1
300;http://listrak.com;https://assets-global.website-files.com/61605d613e0aad4dba52251e/61605d613e0aad676c52280f_Listrak-white.svg;1
303;http://wordstream.com;https://www.wordstream.com/wp-content/uploads/2021/05/logo-1.svg;1
305;http://appboy.com;https://www.braze.com/assets/logo-iso.png;1
306;http://wistia.com;https://images.ctfassets.net/j7pfe8y48ry3/6uL9MhqonSpVatMeizwv39/2b2b326873696009a60b082f3ab995c7/Home-Footer--Squiggle--10.jpg;1
307;http://smtp.com;https://www.smtp.com/wp-content/uploads/2020/08/Asset-2-smtp-allwhite.png;1
309;http://cox.net;https://webcdn.cox.com/content/dam/cox/residential/hrd-assets/hrd-dad-hugging-daughters-and-looking-at-tablet.jpg;1
313;http://vtechphones.com;https://cdn-web.vtp-media.com/images/home/2022/MAR/CS6759-3.png;1
314;http://peer1.com;https://aptum.com/wp-content/uploads/2019/08/Aptum-logo-RGB-250x98.png;1
318;http://urbanairship.com;https://www.airship.com/wp-content/uploads/2022/04/logos-Shell.png;1
321;http://gmx.com;https://i0.gmx.com/gcom/238/11395238,pd=1,f=teaser-card-s/tyson-fury.jpg;1
326;http://broadvoice.com;https://www.broadvoice.com/wp-content/uploads/2022/06/watch-daily-demo-pc-button-text-expand.png;1
329;http://myemma.com;https://myemma.com/wp-content/themes/my-emma/assets/src/img/Highlight-cropped.png;1
330;http://godatafeed.com;https://uploads-ssl.webflow.com/5c6f0fe189c3683ca571d70a/610307df2fa89eb9236da4c8_full-1F-200px.svg;1
331;http://gogoair.com;https://s25227.pcdn.co/wp-content/themes/gogo-website-theme/assets/images/facebook-white.svg;1
333;http://appsumo.com;https://appsumo2nuxt-cdn.appsumo.com/a83565ecdd0748380297d52aaa887186.svg;1
334;http://att.net;https://s.yimg.com/rz/p/att_homepage_en-US_s_f_p_bestfit_homepage.png;1
335;http://janus.com;https://cdn.janushenderson.com/gwp/theme/jh-logo-slate.svg;1
338;http://equinix.com;https://www.equinix.es/content/experience-fragments/eqxcorp/en_us/header-standard/master/_jcr_content/root/header/logo.coreimg.png/1619420806795/logo.png;1
339;http://speakeasy.net;https://www.fusionconnect.com/hubfs/images/logo/fusion-connect-logo_full-color.png;1
340;http://cio.com;https://www.cio.com/wp-content/uploads/2022/08/Ed-Desktop_FoW_Sep22_1260x226.png;1
345;http://datapipe.com;https://www.rackspace.com/sites/default/files/2020-11/gartner.jpg;1
349;http://singlehop.com;https://www.inap.com/inap/wp-content/themes/inap/assets/img/global/header/phone-xs.svg;1
350;http://t-online.de;https://images.t-online.de/2022/08/92393464v3/0x0:1920x1077/fit-in/996x0/wladimir-putin-und-verteidigungsminister-schoigu-waehrend-einer-waffenmesse-in-moskau.jpg;1
355;http://consumer-rankings.com;https://www.consumer-rankings.com/wp-content/uploads/2018/03/Man-Texting-While-Hugging-Woman.jpg;1
357;http://moonfruit.com;https://static.wixstatic.com/media/2dfd0f_4ade2141c36048c6b1bad4746e616754~mv2.jpg/v1/fill/w_288,h_141,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/2dfd0f_4ade2141c36048c6b1bad4746e616754~mv2.jpg;1
361;http://digium.com;https://www.sangoma.com/wp-content/uploads/nf-acquisition.png;1
362;http://discounttwo-wayradio.com;https://discounttwo-wayradio.com/wp-content/uploads/2021/11/discount-two-way-radio.png;1
363;http://mashery.com;https://www.tibco.com/sites/tibco/files/2021-10/solutions-industry-4-0-and-manufacturing-intelligence.svg;1
365;http://sherweb.com;https://images.sherweb.com/images/branding-2019/home-page/laptop.png;1
369;http://mocospace.com;https://cdn-img.mocospace.com/static/r228345/html/images/no_photo.png;1
372;http://yahoo.net;https://s.yimg.com/rz/p/yahoo_homepage_en-US_s_f_p_bestfit_homepage.png;1
373;http://conductor.com;https://secure.live8goat.com/222075.png;1
376;http://mixpanel.com;https://px6vg4ekvl21gtxs836x5jyx-wpengine.netdna-ssl.com/wp-content/uploads/2021/04/icon-report.svg;1
378;http://infinitydish.com;https://www.infinitydish.com/wp-content/uploads/2021/02/LOGO.png;1
383;http://efaxcorporate.com;https://enterprise.efax.com/wp-content/uploads/2021/12/logo.jpg;1
384;http://arubanetworks.com;https://www.arubanetworks.com/wp-content/themes/Aruba2015/images/aruba_hp_lockup_140x68-01.svg;1
385;http://bodyguardz.com;https://www.bodyguardz.com/on/demandware.static/-/Library-Sites-BodyGuardzSharedLibrary/default/dwa531b831/images/homepage/brand-logo/lander.png;1
386;http://pinnaclecart.com;https://www.pinnaclecart.com/wp-content/uploads/2019/04/brand-cart.png;1
388;http://aerohive.com;https://14slph41wbtl2yi39625md6s-wpengine.netdna-ssl.com/wp-content/uploads/2020/05/Demo.MOBILE.ICON_.svg;1
392;http://nettalk.com;https://nettalkconnect.com/resources/sys/images/icons/icon-processing-48x48.gif;1
393;http://tripod.com;https://ly.lygo.net/ly/tpSite/images/tripodLogo.png;1
394;http://inmobi.com;https://inmobiwebcdn.blob.core.windows.net/website/website/6.0.1/ui/v6/img/InMobi_Logo_Colour.svg;1
395;http://narod.ru;https://narod.ru/divly.png;1
396;http://artistwebsites.com;https://images.fineartamerica.com/public/assets/images/ArrowBlueRight.jpg;1
400;http://cafe24.com;https://www.cafe24.com/wp-content/themes/cafe24/images/layout/logo.svg;1
401;http://tradeindia.com;https://tiimg.tistatic.com/new_website1/design2020/images/covid-essential.svg;1
403;http://flippingbook.com;https://d1qwl4ymp6qhug.cloudfront.net/Release/R273/icons/common/logo-full-white.svg;1
404;http://woothemes.com;https://woocommerce.com/wp-content/uploads/2022/08/Copy-of-Banner-Desktop-1500x130@2x.jpg;1
405;http://bestcovery.com;https://cdn.bestcovery.ca-times-dam.psdops.com/dims4/default/beea024/2147483647/strip/true/crop/1000x277+0+0/resize/433x120!/quality/90/?url=http%3A%2F%2Fbestcovery-brightspot.s3.amazonaws.com%2F97%2F96%2F5fd40beb48059a3edeff4d92eed5%2Fbestcovery-logo-powered-by-lat.png;1
406;http://sina.com.cn;https://n.sinaimg.cn/finance/transform/196/w116h80/20220815/7821-8c284ed08110e27849a183ac12e66e45.jpg;1
407;http://yahoo.com;https://s.yimg.com/rz/p/yahoo_homepage_en-US_s_f_p_bestfit_homepage.png;1
412;http://fb.com;https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg;1
413;http://allconnect.com;https://www.allconnect.com/wp-content/uploads/2020/04/cropped-allconnect-color-2x.png;1
414;http://trendhunter.com;https://cdn.trendhunterstatic.com/logos/createthefuture.png;1
415;http://vidyo.com;https://www.vidyo.com/wp-content/uploads/2022/01/hb-general-collab-2.png;1
417;http://mediacomcable.com;https://mediacomcable.com/assets/img/footer/ACF-Global-Main-Sponsor.png;1
419;http://lge.com;https://www.lg.com/lg5-common/images/common/header/logo-b2c.jpg;1
420;http://yesware.com;https://assets-global.website-files.com/6036bf3265493cd8d57a7527/60525a7a644b0e7cdead6ad4_yesware-close-button.svg;1
421;http://hostdime.com;https://secure.vane3alga.com/162783.png;1
422;http://buy.com;https://static.ebates.com//static/images/404/warning.png;1
424;http://clickmeter.com;https://s3.amazonaws.com/clickmeter.com/Web/static/cmlogo.svg;1
425;http://ignitionone.com;https://ignitiononeprd.wpengine.com/wp-content/uploads/2018/12/i1-logo-whiteorange.png;1
429;http://launchrock.com;https://dq2uhp934kg74.cloudfront.net/production/20220817-0139/img/8ba45bf47a524309659cccf3641ba4d5/community-questions-lr.svg;1
430;http://izea.com;https://d27fp5ulgfd7w2.cloudfront.net/wp-content/uploads/2018/07/25153708/logo-6de084326e2cd3a60d412bffbff2f6c00956388b637541ead5705411b1767660.png;1
433;http://antonline.com;https://images.antonline.com/gallery/300/1445266_6_2.jpg;1
437;http://slickdeals.net;https://static.slickdealscdn.com/images/slickdeals/blank.gif;1
438;http://tollfreeforwarding.com;https://tollfreeforwarding.com/images/2014-08/logo.png;1
439;http://smaato.com;https://www.smaato.com/wp-content/themes/smaato/vector/smaato-logo.svg;1
443;http://swisscom.ch;https://rcp.scsstatic.ch/content/dam/assets/b2c/general/netflix-promo-bubble.png;1
444;http://ipower.com;https://secure.ipower.com/images/banners/ipower-connection.gif;1
445;http://crackberry.com;https://d-cb.jc-cdn.com/sites/all/themes/mbn2_twig/assets/images/16x9.png;1
446;http://sinovision.net;https://cdnvideo.sinovision.net/attachments/video/20220817/1415/1660760111-7725.jpg;1
447;http://line2.com;https://www.line2.com/wp-content/uploads/2020/09/line2-logo.svg;1
448;http://accrisoft.com;https://secure.perk0mean.com/178837.png;1
449;http://sendthisfile.com;https://www.sendthisfile.com/images/logos/stf_logo_261x53.gif;1
453;http://zoner.com;https://cdn.zoner.com/img/zpsx-logo.svg;1
454;http://copernic.com;https://copernic.com/wp-content/themes/understrap-child/images/logo.png;1
456;http://whichvoip.com;https://www.whichvoip.com/images/common/img_1x1.png;1
457;http://graphicmail.com;https://graphicmail.com/wp-content/uploads/2020/04/cropped-Graphic-Mail-logo.png;1
459;http://callsource.com;https://www.callsource.com/wp-content/themes/call-source/assets/img/call-source-logo.svg;1
460;http://ait.com;https://website-design.ait.com/wp-content/uploads/2022/06/aitlogo.png;1
462;http://toast.net;https://lirp.cdn-website.com/5c0e0ee8/dms3rep/multi/opt/cda68e26-32e1-48a2-99db-ab0ec9a01b3c-1280w.png;1
463;http://mobal.com;https://www.shopperapproved.com/newseals/30850/003473-header-details.gif;1
466;http://accessorygeeks.com;https://www.accessorygeeks.com/media/porto/newsletter/logo/websites/1/logo.png;1
469;http://eweek.com;https://www.eweek.com/wp-content/uploads/2021/01/eweek_logo_MainLogo-300x80.png;1
470;http://gigaom.com;https://gigaom.com/wp-content/uploads/2022/02/gigaom-logo-rev-.svg;1
475;http://kajeet.com;https://www.kajeet.net/wp-content/uploads/ca-flag-36x19.jpg;1
476;http://topproducer.com;https://3i5fkm3tt6vd1lmghy3trn1o-wpengine.netdna-ssl.com/wp-content/uploads/2019/09/apple-icon-120x120.png;1
477;http://abril.com.br;https://www.assine.abril.com.br/imagem/AssineAbril/novo/assine_revista_veja.jpg;1
479;http://polleverywhere.com;https://assets.polleverywhere.com/brand/pe_logo_blue.svg;1
480;http://hostmysite.com;https://www.hostmysite.com/wp-content/plugins/revslider/admin/assets/images/dummy.png;1
485;http://mayo.edu;https://www.mayoclinic.org/~/media/386AC346D62D46A4944E0923CAF00D28.svg;1
486;http://jumpfly.com;https://www.jumpfly.com/wp-content/uploads/2020/09/Logo@2x.png;1
488;http://mobileiron.com;https://static.ivanti.com/sites/marketing/media/images/products/mobileiron/mobileiron-product-desktop-devices.png;1
489;http://streamsend.com;https://try.campaigner.com/wp-content/uploads/2021/12/campaigner-logo-reverse-600px.png;1
490;http://a2hosting.com;https://www.a2hosting.com/images/uploads/general/best-deal-icon.png;1
491;http://nextjobathome.com;https://perfectdomain.com/static/img/logo.svg;1
493;http://thinglink.com;https://www.thinglink.com/gfx/pages16/icons/arrow-menu-10x10-black.svg;1
494;http://apnic.net;https://webdist.data.apnic.net/web-framework-theme/9.0.7/images/apnic-reverse.svg;1
497;http://digi.com;https://www.digi.com/digi/media/xbee3/icon-play.svg;1
498;http://usr.com;https://www.usr.com/files/9814/6962/7158/Mainframe_Executive_-_Thin-min.jpg;1
500;http://fathomdelivers.com;https://www.fathomdelivers.com/wp-content/uploads/2021/09/210615FathomLifestyle00007_R_983x983.jpg;1
501;http://uol.com.br;https://conteudo.imguol.com.br/c/home/layout/vueland/icons/publicidade/selo-pagbank-horizontal.png;1
502;http://globalspec.com;https://insights.globalspec.com/images/assets/139/19139/Polar_Night_main_ia.jpg;1
503;http://jangomail.com;https://jangomail.com/wp-content/uploads/2020/10/cropped-main-logo.png;1
506;http://du.ae;https://www.du.ae/servlet/duaediscovery/common/discovery/common/images/global-nav/du-accessibility.svg;1
508;http://idt.net;https://cdn.bossrevolution.com/cms-content/idt_net/images/new/about_revenue.svg;1
509;http://appsbar.com;https://smart-pixl.com/12500/00002_appsbar.com_SMART.GIF;1
513;http://sohu.com;http://statics.itc.cn/sohu-homepage/oldentrancetwo.png;1
516;http://sencha.com;https://www.sencha.com/wp-content/uploads/2021/11/icon-product-ExtJS-removebg-preview.png;1
517;http://call-em-all.com;https://www.text-em-all.com/hubfs/text-em-all/text-em-all-web-logo.svg;1
521;http://directstartv.com;https://www.directv.com/dtvassets/global/logos/dtv/directv/directv_hz_rgb_rev.svg;1
522;http://admarketplace.com;https://admarketplace.com/wp-content/themes/admarketplace/img/logo.svg;1
523;http://spyfu.com;https://cdn1.spyfu.com/dist/img/illustration-ppc-10.svg;1
525;http://magestore.com;https://www.magestore.com/wp-content/uploads/2020/10/01_Magestore_Logo_RGB_Tagline_Yellow-Black.svg;1
526;http://smashingmagazine.com;https://cloud.netlifyusercontent.com/assets/344dbf88-fdf9-42bb-adb4-46f01eedd629/c1dda88d-056e-4fdf-9827-76237a824556/vitaly-friedman.jpg;1
